,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
393,"{'text': 'all right can you out extra as a bad', 'start': 0.0, 'duration': 3.84}","{'text': 'diet well in part depends on what kind', 'start': 2.1, 'duration': 3.06}","{'text': ""of exercise you're doing how bad your"", 'start': 3.84, 'duration': 2.939}","{'text': 'diet is but in general one of the', 'start': 5.16, 'duration': 4.26}","{'text': 'limitations to that as we get more', 'start': 6.779, 'duration': 4.801}","{'text': 'efficient with exercise in general our', 'start': 9.42, 'duration': 4.5}","{'text': 'body adapts to it and the impact it', 'start': 11.58, 'duration': 3.78}","{'text': 'might have early on going to have a', 'start': 13.92, 'duration': 3.18}","{'text': ""lesser impact over time that's why"", 'start': 15.36, 'duration': 3.48}","{'text': ""marathon runners don't completely just"", 'start': 17.1, 'duration': 4.08}","{'text': 'disappear they get to a certain size and', 'start': 18.84, 'duration': 4.08}","{'text': ""then they don't get any smaller so there"", 'start': 21.18, 'duration': 3.72}","{'text': 'is a limit to how much exercise you can', 'start': 22.92, 'duration': 4.08}","{'text': ""do and again it's very very challenging"", 'start': 24.9, 'duration': 4.32}","{'text': 'to overcome an extremely bad diet in', 'start': 27.0, 'duration': 3.96}","{'text': ""fact it's probably impossible so you're"", 'start': 29.22, 'duration': 3.48}","{'text': 'going to have to make impacts on both', 'start': 30.96, 'duration': 4.14}","{'text': 'exercise and dietary quality and', 'start': 32.7, 'duration': 4.379}","{'text': 'composition to eventually make a', 'start': 35.1, 'duration': 3.54}","{'text': 'difference there so remember your body', 'start': 37.079, 'duration': 3.541}","{'text': 'will adapt to exercise it becomes more', 'start': 38.64, 'duration': 3.9}","{'text': 'efficient and if your diet continues to', 'start': 40.62, 'duration': 3.54}","{'text': ""say awful I don't care how much exercise"", 'start': 42.54, 'duration': 2.76}","{'text': ""you're doing you're not going to"", 'start': 44.16, 'duration': 3.44}","{'text': 'overcome that', 'start': 45.3, 'duration': 2.3}",,,,,,,,,,,
394,"{'text': ""probably don't need to be snacking all"", 'start': 0.0, 'duration': 3.36}","{'text': 'that much A lot of people particularly', 'start': 1.439, 'duration': 3.961}","{'text': 'people that have metabolic issues either', 'start': 3.36, 'duration': 3.6}","{'text': 'metabolic syndrome pre-diabetes or', 'start': 5.4, 'duration': 3.84}","{'text': 'diabetes snacking can actually be', 'start': 6.96, 'duration': 3.9}","{'text': 'counterproductive it can lead to', 'start': 9.24, 'duration': 4.019}","{'text': 'significant elevations in blood glucose', 'start': 10.86, 'duration': 4.26}","{'text': 'or blood glucose instability which can', 'start': 13.259, 'duration': 3.36}","{'text': 'be problematic and can lead to things', 'start': 15.12, 'duration': 3.36}","{'text': 'like cardiovascular disease you probably', 'start': 16.619, 'duration': 3.721}","{'text': ""don't need to be snacking all the time"", 'start': 18.48, 'duration': 4.2}","{'text': 'in that situation okay the snack food', 'start': 20.34, 'duration': 3.599}","{'text': ""industry doesn't want you to know that"", 'start': 22.68, 'duration': 3.3}","{'text': 'and a lot of these dietitians that you', 'start': 23.939, 'duration': 3.781}","{'text': 'know are sponsored by these snack food', 'start': 25.98, 'duration': 3.36}","{'text': 'Industries will continue to promote', 'start': 27.72, 'duration': 4.58}","{'text': 'snacking snacking stacking', 'start': 29.34, 'duration': 2.96}",,,,,,,,,,,,,,,,,,,
395,"{'text': 'can you intuitively eat things like', 'start': 0.0, 'duration': 3.54}","{'text': 'Ultra processed food well the short', 'start': 1.979, 'duration': 3.421}","{'text': 'answer is probably not high processed', 'start': 3.54, 'duration': 3.779}","{'text': 'foods mess with your hunger and your', 'start': 5.4, 'duration': 3.06}","{'text': ""fullness hormones in fact they're"", 'start': 7.319, 'duration': 2.761}","{'text': ""designed to do that they're designed to"", 'start': 8.46, 'duration': 4.259}","{'text': ""be incredibly tasty and they don't"", 'start': 10.08, 'duration': 4.26}","{'text': 'typically keep us full so we keep buying', 'start': 12.719, 'duration': 2.821}","{'text': 'more and more of this I would stay away', 'start': 14.34, 'duration': 2.58}","{'text': ""from those things particularly if you're"", 'start': 15.54, 'duration': 2.999}","{'text': 'trying to get healthier replace those', 'start': 16.92, 'duration': 4.26}","{'text': 'things with high satiety foods like meat', 'start': 18.539, 'duration': 4.32}","{'text': 'eggs and for you guys that are still', 'start': 21.18, 'duration': 4.32}","{'text': 'eating vegetation certain fruits and', 'start': 22.859, 'duration': 4.941}","{'text': 'vegetables', 'start': 25.5, 'duration': 2.3}",,,,,,,,,,,,,,,,,,,,,
396,"{'text': 'okay true or false all condiments are', 'start': 0.0, 'duration': 3.12}","{'text': 'made with these high processed', 'start': 1.86, 'duration': 2.82}","{'text': 'industrial seed oils well the answer to', 'start': 3.12, 'duration': 3.179}","{'text': 'that is actually false there are some', 'start': 4.68, 'duration': 3.3}","{'text': 'Brands out there where they avoid those', 'start': 6.299, 'duration': 2.941}","{'text': 'things you can find things like', 'start': 7.98, 'duration': 2.4}","{'text': 'mayonnaise that might have something', 'start': 9.24, 'duration': 2.939}","{'text': 'like avocado oil in there which is', 'start': 10.38, 'duration': 3.839}","{'text': 'technically a fruit oil there are', 'start': 12.179, 'duration': 4.081}","{'text': ""products that don't contain seed oils"", 'start': 14.219, 'duration': 4.201}","{'text': 'sugar dye soy dairy or other potentially', 'start': 16.26, 'duration': 3.66}","{'text': ""harmful ingredients if you're sensitive"", 'start': 18.42, 'duration': 2.699}","{'text': 'to those things and certainly you can', 'start': 19.92, 'duration': 2.88}","{'text': 'make your own you know you can use', 'start': 21.119, 'duration': 3.361}","{'text': 'things like herb butter or duck fat', 'start': 22.8, 'duration': 3.36}","{'text': 'again the seasoning are often a place', 'start': 24.48, 'duration': 3.539}","{'text': 'where lots of things like cornstarch or', 'start': 26.16, 'duration': 3.72}","{'text': 'maltodextrin is often hiding so again', 'start': 28.019, 'duration': 3.901}","{'text': 'you may consider making some of those on', 'start': 29.88, 'duration': 4.28}","{'text': 'your own', 'start': 31.92, 'duration': 2.24}",,,,,,,,,,,,,,,,
397,"{'text': ""let's take a moment to talk a little bit"", 'start': 0.0, 'duration': 3.0}","{'text': 'about anti-nutrients that may be found', 'start': 1.439, 'duration': 4.141}","{'text': 'in legumes well certain amines such as', 'start': 3.0, 'duration': 5.28}","{'text': 'histamines and tyramines can certainly', 'start': 5.58, 'duration': 5.4}","{'text': 'act that way lectins oxalates phytites', 'start': 8.28, 'duration': 5.34}","{'text': 'sulfites and thiols are all into', 'start': 10.98, 'duration': 4.199}","{'text': ""nutrients there's eight of them instead"", 'start': 13.62, 'duration': 3.84}","{'text': 'of eating so many harmful potentially', 'start': 15.179, 'duration': 5.281}","{'text': 'toxic anti-nutrients once you eat foods', 'start': 17.46, 'duration': 6.12}","{'text': 'that are rich in nutrients like meat and', 'start': 20.46, 'duration': 5.399}","{'text': 'other Foods certain vegetables can be', 'start': 23.58, 'duration': 5.06}","{'text': 'can be beneficial', 'start': 25.859, 'duration': 2.781}",,,,,,,,,,,,,,,,,,,,,,,,
398,"{'text': ""all right folks what's the number one"", 'start': 0.0, 'duration': 3.179}","{'text': 'thing that people do that are successful', 'start': 1.14, 'duration': 3.9}","{'text': 'on a low carb meat based or carnivore', 'start': 3.179, 'duration': 3.421}","{'text': 'diet the number one thing they do is', 'start': 5.04, 'duration': 3.24}","{'text': 'just have fun with it you know find', 'start': 6.6, 'duration': 3.84}","{'text': 'recipes that you enjoy you know have a', 'start': 8.28, 'duration': 4.38}","{'text': 'big cookout incorporate other people', 'start': 10.44, 'duration': 4.38}","{'text': 'into the into your into your uh into', 'start': 12.66, 'duration': 4.44}","{'text': 'your plan buy account go visit your', 'start': 14.82, 'duration': 3.719}","{'text': 'local ranch or go to a low carb', 'start': 17.1, 'duration': 3.42}","{'text': 'conference again remember this should be', 'start': 18.539, 'duration': 4.381}","{'text': 'something that gives you enjoyment if', 'start': 20.52, 'duration': 4.2}","{'text': 'you make it too strict if you burn out', 'start': 22.92, 'duration': 2.939}","{'text': ""you're gonna have trouble with that so"", 'start': 24.72, 'duration': 2.639}","{'text': ""have fun with that that's the number one"", 'start': 25.859, 'duration': 4.521}","{'text': 'tip I can share with you guys', 'start': 27.359, 'duration': 3.021}",,,,,,,,,,,,,,,,,,,,
399,"{'text': 'in a previous video we talked about', 'start': 0.0, 'duration': 3.24}","{'text': 'Foods you might want to look for while', 'start': 1.439, 'duration': 3.661}","{'text': ""you're going out to eat while on a low"", 'start': 3.24, 'duration': 3.119}","{'text': ""carb meat based out let's talk about"", 'start': 5.1, 'duration': 2.819}","{'text': 'Foods you want to avoid and so first of', 'start': 6.359, 'duration': 3.421}","{'text': 'all there are starchy foods like whole', 'start': 7.919, 'duration': 4.021}","{'text': 'grains rice roast or baked potatoes', 'start': 9.78, 'duration': 4.38}","{'text': 'mashed potatoes potato casseroles french', 'start': 11.94, 'duration': 4.74}","{'text': 'fries peas macaroni and cheese pasta', 'start': 14.16, 'duration': 5.94}","{'text': 'salads ravioli rigatoni and other pasta', 'start': 16.68, 'duration': 5.519}","{'text': 'dishes tortillas taco shells and', 'start': 20.1, 'duration': 5.46}","{'text': 'tortilla chips breads croutons breaded', 'start': 22.199, 'duration': 6.181}","{'text': 'and fried Meats cereals oatmeal Corn', 'start': 25.56, 'duration': 4.559}","{'text': 'Flakes things like that toast muffins', 'start': 28.38, 'duration': 3.84}","{'text': 'cakes pastries bagels and other baked', 'start': 30.119, 'duration': 3.421}","{'text': 'goods on and on and then desserts you', 'start': 32.22, 'duration': 2.519}","{'text': ""know unfortunately we'll skip most"", 'start': 33.54, 'duration': 3.12}","{'text': 'desserts avoid even some of the fresh', 'start': 34.739, 'duration': 3.421}","{'text': 'fruit bowls you might have to do that', 'start': 36.66, 'duration': 3.419}","{'text': 'diet and non-diet sodas and certain', 'start': 38.16, 'duration': 3.96}","{'text': 'sugar allergen-filled condiments like', 'start': 40.079, 'duration': 4.021}","{'text': 'ketchup teriyaki sauce soy sauce things', 'start': 42.12, 'duration': 4.16}","{'text': 'like that', 'start': 44.1, 'duration': 2.18}",,,,,,,,,,,,,
400,"{'text': ""let's talk about vegan vegan jerky"", 'start': 0.0, 'duration': 6.6}","{'text': 'versus regular beef jerky and compare', 'start': 3.419, 'duration': 4.68}","{'text': ""some of the ingredients here now I've"", 'start': 6.6, 'duration': 3.419}","{'text': 'said before make your own jerky if at', 'start': 8.099, 'duration': 3.361}","{'text': 'all possible get your food dehydrated', 'start': 10.019, 'duration': 3.12}","{'text': 'just put some beef and salt in there and', 'start': 11.46, 'duration': 2.52}","{'text': ""that's perfect and it's going to"", 'start': 13.139, 'duration': 2.101}","{'text': ""minimize the number of ingredients it's"", 'start': 13.98, 'duration': 2.639}","{'text': 'going to be more healthy but when we', 'start': 15.24, 'duration': 2.58}","{'text': ""compared what's available in the grocery"", 'start': 16.619, 'duration': 3.541}","{'text': 'stores as far as meat-based jerkies and', 'start': 17.82, 'duration': 4.32}","{'text': ""we compare it to vegan jerky again it's"", 'start': 20.16, 'duration': 3.6}","{'text': ""not even close I don't even know what"", 'start': 22.14, 'duration': 3.36}","{'text': ""mung bean protein is I don't want to"", 'start': 23.76, 'duration': 2.939}","{'text': ""know I'm not eating it neither should"", 'start': 25.5, 'duration': 3.32}","{'text': 'you', 'start': 26.699, 'duration': 2.121}",,,,,,,,,,,,,,,,,,,,
401,"{'text': 'okay true or false almonds are a great', 'start': 0.0, 'duration': 5.04}","{'text': 'source of magnesium well if you look at', 'start': 2.52, 'duration': 4.98}","{'text': 'the nutrition facts on magnesium for', 'start': 5.04, 'duration': 4.559}","{'text': ""almonds it's actually relatively decent"", 'start': 7.5, 'duration': 3.78}","{'text': 'but when we actually look at the actual', 'start': 9.599, 'duration': 3.841}","{'text': 'bio availability of that magnesium we', 'start': 11.28, 'duration': 3.84}","{'text': 'find it is actually quite poor it is', 'start': 13.44, 'duration': 3.14}","{'text': 'bound up with a number of different', 'start': 15.12, 'duration': 3.78}","{'text': 'phytotoxins or anti-nutrients found in', 'start': 16.58, 'duration': 3.4}","{'text': 'these plants remember these different', 'start': 18.9, 'duration': 2.82}","{'text': 'anti-nutrients and phytotoxins that', 'start': 19.98, 'duration': 3.0}","{'text': 'these plants produce are there to', 'start': 21.72, 'duration': 3.6}","{'text': 'protect the seed from ingestion they', 'start': 22.98, 'duration': 3.959}","{'text': ""don't want the seeds to be chewed up and"", 'start': 25.32, 'duration': 3.18}","{'text': 'destroyed they want them to be planted', 'start': 26.939, 'duration': 3.42}","{'text': 'by protecting that they produce these', 'start': 28.5, 'duration': 3.42}","{'text': 'phytotoxins which will then cause', 'start': 30.359, 'duration': 3.72}","{'text': 'potential damage to any species that', 'start': 31.92, 'duration': 4.02}","{'text': 'would try to eat those things so just be', 'start': 34.079, 'duration': 3.721}","{'text': 'mindful that some people have had issues', 'start': 35.94, 'duration': 4.2}","{'text': 'with high oxalate contents and almonds', 'start': 37.8, 'duration': 4.439}","{'text': 'leading to things like oxalate-induced', 'start': 40.14, 'duration': 4.98}","{'text': 'renal disease or nephritis because these', 'start': 42.239, 'duration': 5.461}","{'text': 'toxins are relatively difficult to', 'start': 45.12, 'duration': 4.439}","{'text': 'access much of the Magnesium passes', 'start': 47.7, 'duration': 5.12}","{'text': 'through our body unabsorbed', 'start': 49.559, 'duration': 3.261}",,,,,,,,,,
402,"{'text': ""all right what's the number one tip to"", 'start': 0.0, 'duration': 3.899}","{'text': 'make sure you always have food you need', 'start': 1.439, 'duration': 4.621}","{'text': ""on hand well it's simple just like you"", 'start': 3.899, 'duration': 4.261}","{'text': 'would schedule exercise time like you', 'start': 6.06, 'duration': 3.66}","{'text': 'would schedule brushing your teeth or', 'start': 8.16, 'duration': 4.439}","{'text': 'sleeping schedule a time to shop for the', 'start': 9.72, 'duration': 4.2}","{'text': 'food you needs whether you buy it online', 'start': 12.599, 'duration': 2.821}","{'text': 'just make sure you put on the schedule', 'start': 13.92, 'duration': 3.48}","{'text': 'so just schedule it schedule shopping', 'start': 15.42, 'duration': 3.74}","{'text': 'strips schedule', 'start': 17.4, 'duration': 3.959}","{'text': 'reordering food making sure you always', 'start': 19.16, 'duration': 5.64}","{'text': 'have the food you need on hand', 'start': 21.359, 'duration': 3.441}",,,,,,,,,,,,,,,,,,,,,,,,
403,"{'text': 'snacks that you might want to utilize on', 'start': 0.04, 'duration': 4.08}","{'text': ""a carnivore style diet there's a whole"", 'start': 2.379, 'duration': 3.061}","{'text': 'bunch of you can do so different types', 'start': 4.12, 'duration': 3.48}","{'text': 'of jerkies now ideally if you make your', 'start': 5.44, 'duration': 3.6}","{'text': ""own and I'll share a recipe with how to"", 'start': 7.6, 'duration': 3.3}","{'text': 'do that jerkies can be great pork rinds', 'start': 9.04, 'duration': 3.599}","{'text': 'again the jerky is you know not a bunch', 'start': 10.9, 'duration': 4.08}","{'text': 'of soy and sugar and crap in there pork', 'start': 12.639, 'duration': 4.681}","{'text': 'rinds steak bites tuna anchovy sardines', 'start': 14.98, 'duration': 4.44}","{'text': 'bacon roast beef or other deli meats', 'start': 17.32, 'duration': 3.36}","{'text': 'again be careful with the added', 'start': 19.42, 'duration': 3.66}","{'text': 'ingredients eggs roast chicken burger', 'start': 20.68, 'duration': 6.2}","{'text': 'patties bone broth shrimp small steak', 'start': 23.08, 'duration': 3.8}",,,,,,,,,,,,,,,,,,,,,,,
404,"{'text': 'what foods should you remove from your', 'start': 0.0, 'duration': 4.02}","{'text': 'diet to improve your digestion well I', 'start': 1.92, 'duration': 3.24}","{'text': 'think you should consider removing', 'start': 4.02, 'duration': 4.74}","{'text': 'grains legumes and even potatoes all of', 'start': 5.16, 'duration': 5.16}","{'text': 'these have high amounts of fiber', 'start': 8.76, 'duration': 3.78}","{'text': 'proteins and plant toxins that can', 'start': 10.32, 'duration': 4.739}","{'text': 'potentially damage the intestinal lining', 'start': 12.54, 'duration': 4.62}","{'text': 'of your gut this can cause food to leak', 'start': 15.059, 'duration': 4.021}","{'text': 'into your bloodstream the immune system', 'start': 17.16, 'duration': 4.44}","{'text': 'sees these particles as Invaders and', 'start': 19.08, 'duration': 4.44}","{'text': 'attacks them this creates systemic', 'start': 21.6, 'duration': 4.5}","{'text': 'inflammation and over time autoimmune', 'start': 23.52, 'duration': 4.88}","{'text': 'disorders', 'start': 26.1, 'duration': 2.3}",,,,,,,,,,,,,,,,,,,,,,,
405,"{'text': 'are legumes a good source of protein', 'start': 0.0, 'duration': 4.74}","{'text': ""well they're they're certainly not the"", 'start': 3.06, 'duration': 3.839}","{'text': 'best serving of legumes may have six to', 'start': 4.74, 'duration': 3.899}","{'text': 'nine grams of protein which is not a', 'start': 6.899, 'duration': 3.001}","{'text': 'great deal amount you can get far more', 'start': 8.639, 'duration': 3.361}","{'text': 'in things like a piece of meat they', 'start': 9.9, 'duration': 3.899}","{'text': 'contain some anti-nutrients which can', 'start': 12.0, 'duration': 3.54}","{'text': 'make the proteins difficult to access', 'start': 13.799, 'duration': 3.48}","{'text': 'things like trypsin Inhibitors and', 'start': 15.54, 'duration': 3.12}","{'text': 'things of that nature they lack', 'start': 17.279, 'duration': 2.76}","{'text': 'essential amino acids they certainly', 'start': 18.66, 'duration': 3.24}","{'text': ""don't come in the appropriate ratios for"", 'start': 20.039, 'duration': 4.32}","{'text': 'what we need you know for for a whole', 'start': 21.9, 'duration': 4.08}","{'text': 'complete protein Source like animal', 'start': 24.359, 'duration': 4.621}","{'text': 'foods do and they also contain often a', 'start': 25.98, 'duration': 4.5}","{'text': 'large amount of carbohydrates for those', 'start': 28.98, 'duration': 3.18}","{'text': 'people trying to avoid carbohydrates or', 'start': 30.48, 'duration': 3.78}","{'text': 'for those in which carbohydrates are a', 'start': 32.16, 'duration': 4.2}","{'text': 'problem these are not a good solution at', 'start': 34.26, 'duration': 4.62}","{'text': 'all so instead of eating legumes for', 'start': 36.36, 'duration': 5.42}","{'text': 'protein I recommend easily digested', 'start': 38.88, 'duration': 6.32}","{'text': 'protein-rich meat', 'start': 41.78, 'duration': 3.42}",,,,,,,,,,,,,,
406,"{'text': 'okay true or false the saturated fat', 'start': 0.0, 'duration': 5.16}","{'text': 'found in chocolate is bad for us well', 'start': 2.46, 'duration': 4.14}","{'text': ""that's an interesting question so much"", 'start': 5.16, 'duration': 3.54}","{'text': 'of the saturated fat found in chocolate', 'start': 6.6, 'duration': 3.419}","{'text': 'is in the form of something called', 'start': 8.7, 'duration': 3.06}","{'text': 'steric acid which has been shown in a', 'start': 10.019, 'duration': 3.0}","{'text': 'number of studies to be actually quite', 'start': 11.76, 'duration': 2.839}","{'text': 'beneficial particularly to our', 'start': 13.019, 'duration': 3.901}","{'text': 'mitochondrial Health by improving the', 'start': 14.599, 'duration': 4.301}","{'text': 'health of our mitochondria we improve', 'start': 16.92, 'duration': 4.32}","{'text': 'the health of our metabolism overall and', 'start': 18.9, 'duration': 4.44}","{'text': 'so we have a overall better effect from', 'start': 21.24, 'duration': 3.539}","{'text': 'that so remember maybe some other', 'start': 23.34, 'duration': 3.24}","{'text': 'compounds in chocolate say high amounts', 'start': 24.779, 'duration': 3.121}","{'text': 'of sugar and things like that which may', 'start': 26.58, 'duration': 3.66}","{'text': 'have a deleterious effect but again the', 'start': 27.9, 'duration': 4.679}","{'text': 'saturated fat found in chocolate and', 'start': 30.24, 'duration': 4.14}","{'text': 'also in many other Whole Foods like beef', 'start': 32.579, 'duration': 3.421}","{'text': 'and eggs and other animal products can', 'start': 34.38, 'duration': 3.12}","{'text': 'be quite beneficial for us in the', 'start': 36.0, 'duration': 4.46}","{'text': 'context of its Whole Food', 'start': 37.5, 'duration': 2.96}",,,,,,,,,,,,,,,
407,"{'text': 'nightshades are plants that produce', 'start': 0.02, 'duration': 5.02}","{'text': 'natural pesticides called alkaloids', 'start': 2.34, 'duration': 4.919}","{'text': 'designed to injure or kill any living', 'start': 5.04, 'duration': 3.9}","{'text': 'creature that eats it one of the most', 'start': 7.259, 'duration': 3.901}","{'text': 'toxic night shades out there is the', 'start': 8.94, 'duration': 4.38}","{'text': 'potato other Nightshade plants include', 'start': 11.16, 'duration': 4.92}","{'text': 'things like tomatoes eggplants Goji', 'start': 13.32, 'duration': 4.86}","{'text': 'berries bell peppers pimento peppers', 'start': 16.08, 'duration': 4.68}","{'text': 'cayenne and tobacco these plants toxins', 'start': 18.18, 'duration': 4.56}","{'text': 'and foods can create autoimmune flares', 'start': 20.76, 'duration': 6.259}","{'text': 'joint pain and systematic inflammation', 'start': 22.74, 'duration': 4.279}",,,,,,,,,,,,,,,,,,,,,,,,,
408,"{'text': ""hey folks Dr Baker here let's compare"", 'start': 0.0, 'duration': 4.2}","{'text': 'going out to eat versus eating at home', 'start': 1.8, 'duration': 4.44}","{'text': ""they steak from Ruth Chris you're going"", 'start': 4.2, 'duration': 4.74}","{'text': 'to pay you know 120 bucks or more and', 'start': 6.24, 'duration': 4.2}","{'text': 'the same thing at Costco could be', 'start': 8.94, 'duration': 4.079}","{'text': 'obtained for significantly less also at', 'start': 10.44, 'duration': 3.84}","{'text': 'home you get to cook it to the perfect', 'start': 13.019, 'duration': 2.881}","{'text': ""temperature you like it's fun to go out"", 'start': 14.28, 'duration': 2.82}","{'text': 'to restaurants every once in a while but', 'start': 15.9, 'duration': 3.0}","{'text': ""keep it to a minimum guys that's all for"", 'start': 17.1, 'duration': 4.58}","{'text': 'today thanks for watching', 'start': 18.9, 'duration': 2.78}",,,,,,,,,,,,,,,,,,,,,,,,,
409,"{'text': 'shopping for a meat-based diet or a low', 'start': 0.04, 'duration': 4.62}","{'text': 'carb Elimination Diet can be very very', 'start': 2.919, 'duration': 3.121}","{'text': 'simple and some people prefer that but', 'start': 4.66, 'duration': 2.88}","{'text': 'it does not have to be boring and', 'start': 6.04, 'duration': 3.059}","{'text': 'restrictive there are many many things', 'start': 7.54, 'duration': 3.78}","{'text': ""you can do to change it up so let's talk"", 'start': 9.099, 'duration': 3.181}","{'text': 'about some of the things you can buy you', 'start': 11.32, 'duration': 3.42}","{'text': 'can buy beef bison venison veal lamb', 'start': 12.28, 'duration': 5.1}","{'text': 'Antelope ostrich rabbit pork duck goose', 'start': 14.74, 'duration': 5.039}","{'text': 'goat anchovy sardine salmon mackerel', 'start': 17.38, 'duration': 4.44}","{'text': ""caviar chicken eggs and that's just a"", 'start': 19.779, 'duration': 3.961}","{'text': 'starter list so you guys have plenty of', 'start': 21.82, 'duration': 3.66}","{'text': 'options to make all kinds of different', 'start': 23.74, 'duration': 4.32}","{'text': 'types of animal products to fill out', 'start': 25.48, 'duration': 3.9}","{'text': 'your diet let me know what you like to', 'start': 28.06, 'duration': 3.379}","{'text': 'do', 'start': 29.38, 'duration': 2.059}",,,,,,,,,,,,,,,,,,,,
410,"{'text': 'what is one of the most useless', 'start': 0.0, 'duration': 3.72}","{'text': 'supplements that you can put in your', 'start': 1.8, 'duration': 3.18}","{'text': 'body and you may be wasting a lot of', 'start': 3.72, 'duration': 3.179}","{'text': 'money on this well this may be five it', 'start': 4.98, 'duration': 3.6}","{'text': 'is certainly not an essential nutrient', 'start': 6.899, 'duration': 3.181}","{'text': ""arguably it doesn't even help with"", 'start': 8.58, 'duration': 3.66}","{'text': 'weight loss or satiety and for many', 'start': 10.08, 'duration': 3.96}","{'text': 'people it causes digestive discomfort', 'start': 12.24, 'duration': 4.379}","{'text': 'and constipation so it may be better', 'start': 14.04, 'duration': 5.7}","{'text': 'that you actually avoid adding fiber as', 'start': 16.619, 'duration': 6.561}","{'text': 'a supplement to your diet', 'start': 19.74, 'duration': 3.44}",,,,,,,,,,,,,,,,,,,,,,,,,
411,"{'text': 'are there anti-nutrients found in nuts', 'start': 0.0, 'duration': 4.02}","{'text': 'and seeds well the answer to that is yes', 'start': 2.22, 'duration': 3.9}","{'text': 'they are are they a problem for you well', 'start': 4.02, 'duration': 3.48}","{'text': 'maybe maybe not what kind of things', 'start': 6.12, 'duration': 2.76}","{'text': 'might we find in nuts and seeds well', 'start': 7.5, 'duration': 3.36}","{'text': 'things like oxalates phytates amines', 'start': 8.88, 'duration': 4.5}","{'text': 'glutamates salicylates histamine Styles', 'start': 10.86, 'duration': 4.439}","{'text': ""and lectins there's anti-nutrients there"", 'start': 13.38, 'duration': 3.78}","{'text': 'all of which potentially can cause', 'start': 15.299, 'duration': 4.141}","{'text': 'damage to cells disrupt digestion and', 'start': 17.16, 'duration': 4.56}","{'text': 'cause systemic inflammation in certain', 'start': 19.44, 'duration': 4.08}","{'text': ""susceptible individuals if you'd like to"", 'start': 21.72, 'duration': 3.18}","{'text': 'get more details on this check out the', 'start': 23.52, 'duration': 5.179}","{'text': 'full length video over on YouTube', 'start': 24.9, 'duration': 3.799}",,,,,,,,,,,,,,,,,,,,,,
412,"{'text': ""let's talk about some sneaky places"", 'start': 0.0, 'duration': 3.0}","{'text': 'where they like to hide sugar all kinds', 'start': 1.319, 'duration': 3.181}","{'text': 'of condiments including mayonnaise dips', 'start': 3.0, 'duration': 3.48}","{'text': ""ketchups lots of seasonings meat that's"", 'start': 4.5, 'duration': 3.84}","{'text': ""been cured meat that's been barbecued"", 'start': 6.48, 'duration': 4.86}","{'text': 'deli meats energy bars flavored yogurts', 'start': 8.34, 'duration': 4.98}","{'text': 'have that whole fruit snacks will often', 'start': 11.34, 'duration': 3.719}","{'text': 'be packed with sugar so there you go', 'start': 13.32, 'duration': 2.94}","{'text': ""guys just be aware of what you're"", 'start': 15.059, 'duration': 2.281}","{'text': 'putting in your mouth guys all right', 'start': 16.26, 'duration': 3.439}","{'text': 'talk to you soon', 'start': 17.34, 'duration': 2.359}",,,,,,,,,,,,,,,,,,,,,,,,,
413,"{'text': 'what liquids or things to drink should', 'start': 0.0, 'duration': 4.5}","{'text': 'you generally avoid pretty much all the', 'start': 2.1, 'duration': 3.54}","{'text': 'time well these include things like', 'start': 4.5, 'duration': 3.359}","{'text': 'fruit juice fully sugared sodas many', 'start': 5.64, 'duration': 4.62}","{'text': 'diet sodas sweetened coffees or teas', 'start': 7.859, 'duration': 4.441}","{'text': 'artificially sweetened Beverages and to', 'start': 10.26, 'duration': 3.24}","{'text': 'include alcohol all those are', 'start': 12.3, 'duration': 2.759}","{'text': 'potentially problematic for people they', 'start': 13.5, 'duration': 3.3}","{'text': 'can lead to a number of problems that', 'start': 15.059, 'duration': 3.72}","{'text': 'can disrupt your hormones Spike cortisol', 'start': 16.8, 'duration': 3.72}","{'text': 'just regulate sleep cause fatty liver', 'start': 18.779, 'duration': 3.361}","{'text': 'disease nutrient depletion gut', 'start': 20.52, 'duration': 6.08}","{'text': 'permeability increases and inflammation', 'start': 22.14, 'duration': 4.46}",,,,,,,,,,,,,,,,,,,,,,,
414,"{'text': 'what happens when you eat too many', 'start': 0.0, 'duration': 4.2}","{'text': 'potatoes elevated insulin elevated blood', 'start': 1.62, 'duration': 4.44}","{'text': 'sugar unwanted weight gain diarrhea', 'start': 4.2, 'duration': 3.719}","{'text': 'heart disease diabetes vomiting', 'start': 6.06, 'duration': 4.26}","{'text': 'constipation kidney stones gout alkaloid', 'start': 7.919, 'duration': 4.501}","{'text': 'poisoning autoimmune disorders and even', 'start': 10.32, 'duration': 3.239}","{'text': 'death head on over to the YouTube', 'start': 12.42, 'duration': 4.759}","{'text': ""channel we'll talk about it in detail"", 'start': 13.559, 'duration': 3.62}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
